course,courseofferedby,term,dayperiod,semesteroffered,maininstructor,classroom
Global SeminarⅠ,観光学部,2023年度,水5,通年,八島 雄士,学術情報センター第2演習室(西5号館)
Global SeminarⅡ,観光学部,2023年度,水5,通年,加藤 久美,E206教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,水5,通年,竹林 浩志,E210教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,水5,通年,永瀬 節治,担当教員研究室(西4号館)
Global SeminarⅡ,観光学部,2023年度,水5,通年,東 悦子,E212教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,水5,通年,吉田 道代,E207教室(西2号館)
国際観光論,観光学部,2023年度,木1木2,第2クォーター,出口 竜也,T101教室(西4号館)
観光キャリアデザイン演習A,観光学部,2023年度,木1木2,第2クォーター,八島 雄士,学術情報センター第2演習室(西5号館)
Academic Skills Ⅲ,観光学部,2023年度,木2,前期,Samuel Sorenson,K208(西4号館)
観光文化特殊講義Ｃ,観光学部,2023年度,木3木4,第1クォーター,小野 健吉,A203(北1号館)
観光プロデュース論,観光学部,2023年度,木3木4,第1クォーター,米山 龍介,T101教室(西4号館)
観光と音楽,観光学部,2023年度,木3木4,第2クォーター,米山 龍介,T101教室(西4号館)
観光文化特殊講義Ｂ,観光学部,2023年度,木3木4,第2クォーター,小野 健吉,A203(北1号館)
Academic Skills Ⅱ,観光学部,2023年度,木5,前期,Abhik Chakraborty,E1-210(東1号館)
基礎演習,観光学部,2023年度,木5,前期,木川 剛志,E1-305(東1号館)
基礎演習,観光学部,2023年度,木5,前期,複数担当教員,記載なし
基礎演習,観光学部,2023年度,木5,前期,北村 元成,E1-303(東1号館)
基礎演習,観光学部,2023年度,木5,前期,澤田 知樹,E1-306(東1号館)
基礎演習,観光学部,2023年度,木5,前期,竹林 浩志,E1-205(東1号館)
基礎演習,観光学部,2023年度,木5,前期,出口 竜也,E1-301(東1号館)
基礎演習,観光学部,2023年度,木5,前期,永瀬 節治,E1-103(東1号館)
基礎演習,観光学部,2023年度,木5,前期,東 悦子,E1-203(東1号館)
基礎演習,観光学部,2023年度,木5,前期,堀田 祐三子,E1-304(東1号館)
基礎演習,観光学部,2023年度,木5,前期,佐々木 啓,E1-201(東1号館)
基礎演習,観光学部,2023年度,木5,前期,遠藤 理一,E1-102(東1号館)
専門演習Ⅱ,観光学部,2023年度,木5,通年,Adam Doering,E202教室(西2号館)
専門演習Ⅱ,観光学部,2023年度,木5,通年,尾久土 正己,E215教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,木5,通年,佐々木 壮太郎,E214教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,木5,通年,佐野 楓,E203教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,木5,通年,佐々木 壮太郎,E214教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,木5,通年,佐野 楓,E203教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,木5,通年,Adam Doering,E202教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,木5,通年,尾久土 正己,E215教室(西2号館)
観光商品論,観光学部,2023年度,金1金2,第1クォーター,大島 安奈,T101教室(西4号館)
プロジェクト演習,観光学部,2023年度,金2,前期,Abhik Chakraborty,E102教室(西2号館)
観光関連法規Ａ,観光学部,2023年度,金3金4,第1クォーター,廣岡 裕一,T101教室(西4号館)
観光とコミュニティ,観光学部,2023年度,金3金4,第1クォーター,神野 直幸,E1-203(東1号館)
Nature Tourism,観光学部,2023年度,金3金4,第1クォーター,Abhik Chakraborty,E1-303(東1号館)
Tourist Behavior,観光学部,2023年度,金3金4,第2クォーター,永井 隼人,E1-303(東1号館)
観光と情報表現,観光学部,2023年度,金3金4,第2クォーター,神野 直幸,E1-203(東1号館)
旅行産業論,観光学部,2023年度,金3金4,第2クォーター,廣岡 裕一,T101教室(西4号館)
専門演習Ⅱ,観光学部,2023年度,金5,通年,Abhik Chakraborty,E208教室(西2号館)
専門演習Ⅱ,観光学部,2023年度,金5,通年,大浦 由美,E204教室(西2号館)
専門演習Ⅱ,観光学部,2023年度,金5,通年,竹田 明弘,E212教室(西2号館)
専門演習Ⅱ,観光学部,2023年度,金5,通年,出口 竜也,E211教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,金5,通年,大浦 由美,E204教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,金5,通年,永井 隼人,E209教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,金5,通年,永瀬 節治,E210教室(西2号館)
専門演習Ⅰ,観光学部,2023年度,金5,通年,東 悦子,E213教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,金5,通年,大浦 由美,E204教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,金5,通年,永井 隼人,E209教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,金5,通年,永瀬 節治,E210教室(西2号館)
Global SeminarⅠ,観光学部,2023年度,金5,通年,東 悦子,E213教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,金5,通年,Abhik Chakraborty,E208教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,金5,通年,大浦 由美,E204教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,金5,通年,竹田 明弘,E212教室(西2号館)
Global SeminarⅡ,観光学部,2023年度,金5,通年,出口 竜也,E211教室(西2号館)
観光ガイド論,観光学部,2023年度,他,通年,出口 竜也,T101教室(西4号館)
地域再生論,観光学部,2023年度,他,通年,竹田 茉耶,T101教室(西4号館)
観光と視覚,観光学部,2023年度,他,通年,木川 剛志,T101教室(西4号館)
Heritage Tourism,観光学部,2023年度,他,通年,加藤 久美,記載なし
地域再生特殊講義Ｂ,観光学部,2023年度,他,通年,中村 勇太朗,A103(北1号館)
Global Corporate Internship A,観光学部,2023年度,他,通年,教務委員長,記載なし
Global Corporate Internship B,観光学部,2023年度,他,通年,教務委員長,記載なし
Global Corporate Internship C,観光学部,2023年度,他,通年,教務委員長,記載なし
Global Corporate Internship D,観光学部,2023年度,他,通年,教務委員長,記載なし
Global Learning Advanced A,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Advanced B,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Advanced C,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Advanced D,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity A,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity B,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity C,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity D,観光学部,2023年度,他,通年,国際連携委員長,記載なし
プロジェクト自主演習Ａ,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習Ｂ,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習Ｃ,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習Ｄ,観光学部,2023年度,他,通年,複数担当教員,記載なし
Self-Directed Project A,観光学部,2023年度,他,通年,教務委員長,記載なし
Self-Directed Project B,観光学部,2023年度,他,通年,教務委員長,記載なし
Self-Directed Project C,観光学部,2023年度,他,通年,教務委員長,記載なし
Self-Directed Project D,観光学部,2023年度,他,通年,教務委員長,記載なし
プロジェクト演習,観光学部,2023年度,他,通年,木川 剛志,T101教室(西4号館)
プロジェクト演習,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト演習,観光学部,2023年度,他,通年,竹林 明,記載なし
観光と社会,観光学部,2023年度,他,通年,平井 健文,T101教室(西4号館)
レジャー論（ｔ）,観光学部,2023年度,他,通年,中村 勇太朗,T101教室(西4号館)
Sustainable Destination Management,観光学部,2023年度,他,通年,加藤 久美,記載なし
観光応用プロジェクトA,観光学部,2023年度,他,通年,木川 剛志,T101教室(西4号館)
プロジェクト自主演習E,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習F,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習G,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習H,観光学部,2023年度,他,通年,複数担当教員,記載なし
観光学部インターンシップJ,観光学部,2023年度,他,通年,教務委員長,記載なし
観光学部インターンシップK,観光学部,2023年度,他,通年,教務委員長,記載なし
観光学部インターンシップL,観光学部,2023年度,他,通年,教務委員長,記載なし
観光学部インターンシップM,観光学部,2023年度,他,通年,教務委員長,記載なし
Global Learning Activity E,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity F,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity G,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity H,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity J,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity K,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity L,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Activity M,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Corporate Internship J,観光学部,2023年度,他,通年,教務委員長,記載なし
Global Corporate Internship K,観光学部,2023年度,他,通年,教務委員長,記載なし
Global Corporate Internship L,観光学部,2023年度,他,通年,教務委員長,記載なし
Global Corporate Internship M,観光学部,2023年度,他,通年,教務委員長,記載なし
Self-Directed Project E,観光学部,2023年度,他,通年,教務委員長,記載なし
Self-Directed Project F,観光学部,2023年度,他,通年,教務委員長,記載なし
Self-Directed Project G,観光学部,2023年度,他,通年,教務委員長,記載なし
Self-Directed Project H,観光学部,2023年度,他,通年,教務委員長,記載なし
Tourism and Environment,観光学部,2023年度,他,通年,岡田 美奈子,E201教室(西2号館)
Global Learning Advanced E,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Advanced F,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Advanced G,観光学部,2023年度,他,通年,国際連携委員長,記載なし
Global Learning Advanced H,観光学部,2023年度,他,通年,国際連携委員長,記載なし
南信州・飯田フィールドスタディH,観光学部,2023年度,他,通年,大浦 由美,記載なし
プロジェクト自主演習Ａ（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習Ｂ（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習Ｃ（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習Ｄ（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習E（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習F（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習G（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
プロジェクト自主演習H（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
基礎自主演習Ａ,観光学部,2023年度,他,通年,複数担当教員,記載なし
基礎自主演習Ｂ,観光学部,2023年度,他,通年,複数担当教員,記載なし
基礎自主演習Ｃ,観光学部,2023年度,他,通年,複数担当教員,記載なし
基礎自主演習Ａ（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
基礎自主演習Ｂ（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
基礎自主演習Ｃ（LPP以外）,観光学部,2023年度,他,通年,複数担当教員,記載なし
専門演習Ⅱ,観光学部,2023年度,他5,通年,複数担当教員,記載なし
卒業論文,観光学部,2023年度,他,通年,Abhik Chakraborty,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,Adam Doering,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,大浦 由美,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,尾久土 正己,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,加藤 久美,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,木川 剛志,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,複数担当教員,記載なし
卒業論文,観光学部,2023年度,他,通年,北村 元成,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,佐々木 壮太郎,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,佐野 楓,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,澤田 知樹,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,竹田 明弘,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,竹林 明,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,竹林 浩志,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,出口 竜也,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,永井 隼人,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,永瀬 節治,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,東 悦子,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,堀田 祐三子,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,八島 雄士,担当教員研究室(西4号館)
卒業論文,観光学部,2023年度,他,通年,吉田 道代,担当教員研究室(西4号館)
専門演習Ⅰ,観光学部,2023年度,他5,通年,複数担当教員,記載なし
Global SeminarⅠ,観光学部,2023年度,他5,通年,複数担当教員,記載なし
Global SeminarⅡ,観光学部,2023年度,他5,通年,複数担当教員,記載なし
Dissertation,観光学部,2023年度,他,通年,Abhik Chakraborty,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,Adam Doering,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,大浦 由美,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,尾久土 正己,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,加藤 久美,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,木川 剛志,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,複数担当教員,記載なし
Dissertation,観光学部,2023年度,他,通年,北村 元成,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,佐々木 壮太郎,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,佐野 楓,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,澤田 知樹,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,竹田 明弘,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,竹林 明,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,竹林 浩志,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,出口 竜也,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,永井 隼人,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,永瀬 節治,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,東 悦子,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,堀田 祐三子,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,八島 雄士,担当教員研究室(西4号館)
Dissertation,観光学部,2023年度,他,通年,吉田 道代,担当教員研究室(西4号館)
観光と心,観光学部,2023年度,月1月2,第3クォーター,佐々木 壮太郎,E1-101(東1号館)
観光地形成論,観光学部,2023年度,月1月2,第3クォーター,神田 孝治,E1-301(東1号館)
日本文化演習Ａ,観光学部,2023年度,月1月2,第3クォーター,鎌田 えい子,"T101教室(西4号館), 和室(大学会館2階)"
観光マーケティング論,観光学部,2023年度,月1月2,第4クォーター,佐々木 壮太郎,E1-101(東1号館)
日本文化演習Ａ,観光学部,2023年度,月1月2,第4クォーター,鎌田 えい子,"T101教室(西4号館), 和室(大学会館2階)"
地域再生と関連法規,観光学部,2023年度,月3月4,第3クォーター,澤田 知樹,E1-102(東1号館)
観光メディア論,観光学部,2023年度,月3月4,第3クォーター,神田 孝治,E1-306(東1号館)
Critical Tourism Issues B,観光学部,2023年度,月3月4,第3クォーター,Husna Zainal Abidin,E1-203(東1号館)
日本文化演習Ｂ,観光学部,2023年度,月3月4,第3クォーター,千賀 祥一,"T101教室(西4号館), 和室(大学会館2階)"
日本文化演習Ｃ,観光学部,2023年度,月3月4,第4クォーター,岡田 芳和,T101教室(西4号館)
観光文化論,観光学部,2023年度,火1火2,第3クォーター,遠藤 理一,E1-303(東1号館)
観光と情報発信,観光学部,2023年度,火1火2,第3クォーター,小柴 恵一,T101教室(西4号館)
観光文化特殊講義Ａ,観光学部,2023年度,火1火2,第4クォーター,遠藤 理一,T101教室(西4号館)
Tourism and Language B,観光学部,2023年度,火2,後期,城山 雅宏,E1-304(東1号館)
観光と景観保全,観光学部,2023年度,火3火4,第3クォーター,永瀬 節治,E1-301(東1号館)
Urban Tourism,観光学部,2023年度,火3火4,第3クォーター,吉田 道代,E1-304(東1号館)
観光調査法Ａ,観光学部,2023年度,火3火4,第3クォーター,佐々木 啓,T101教室(西4号館)
観光と宇宙（ｔ）,観光学部,2023年度,火3火4,第3クォーター,澤田 幸輝,E1-102(東1号館)
Local/Rural Tourism,観光学部,2023年度,火3火4,第3クォーター,木川 剛志,E1-305(東1号館)
中山間地域再生論,観光学部,2023年度,火3火4,第4クォーター,阪井 加寿子,T101教室(西4号館)
観光調査法Ｂ,観光学部,2023年度,火3火4,第4クォーター,佐々木 啓,E1-102(東1号館)
Critical Tourism Issues A,観光学部,2023年度,火3火4,第4クォーター,RAFFAEL TIRTAATMADJA,E1-301(東1号館)
プロジェクト演習,観光学部,2023年度,火4,後期,北村 元成,K208(西4号館)
プロジェクト演習,観光学部,2023年度,水2,後期,吉田 道代,T101教室(西4号館)
観光人材論,観光学部,2023年度,水3水4,第3クォーター,竹林 明,E1-103(東1号館)
観光まちづくり論,観光学部,2023年度,水3水4,第3クォーター,堀田 祐三子,T101教室(西4号館)
観光デザイン論（ｔ）,観光学部,2023年度,水3水4,第3クォーター,北村 元成,学術情報センター第3演習室(西5号館)
Ethics of Tourism,観光学部,2023年度,水3水4,第3クォーター,Adam Doering,E1-203(東1号館)
観光と異文化理解,観光学部,2023年度,水3水4,第3クォーター,東 悦子,E1-102(東1号館)
日本文化演習Ｂ,観光学部,2023年度,水3水4,第3クォーター,千賀 祥一,"第二講義室(西1号館), 和室(大学会館2階)"
Tourism and Landscape,観光学部,2023年度,水3水4,第4クォーター,Abhik Chakraborty,E1-203(東1号館)
観光関連法規Ｂ,観光学部,2023年度,水3水4,第4クォーター,澤田 知樹,E1-103(東1号館)
日本文化演習Ｂ,観光学部,2023年度,水3水4,第4クォーター,千賀 祥一,"T101教室(西4号館), 和室(大学会館2階)"
プロジェクト演習,観光学部,2023年度,水4,後期,出口 竜也,E1-210(東1号館)
観光キャリアデザインⅠ,観光学部,2023年度,木1木2,第3クォーター,竹林 明,記載なし
観光キャリアデザインⅡ,観光学部,2023年度,木1木2,第3クォーター,八島 雄士,学術情報センター第2演習室(西5号館)
観光韓国語,観光学部,2023年度,木1木2,第4クォーター,曺 禎敏,T101教室(西4号館)
Academic Skills Ⅰ,観光学部,2023年度,木2,後期,Christopher Garth,E1-304(東1号館)
観光とパフォーマンス,観光学部,2023年度,木3木4,第3クォーター,米山 龍介,T101教室(西4号館)
English Lab ⅠB,観光学部,2023年度,木4,後期,堀田 祐三子,E1-305(東1号館)
プロジェクト演習,観光学部,2023年度,木5,後期,澤田 知樹,E1-304(東1号館)
English Lab ⅠA,観光学部,2023年度,木5,後期,東 悦子,E1-301(東1号館)
サービスマネジメント論,観光学部,2023年度,金1金2,第3クォーター,竹田 明弘,T101教室(西4号館)
Tourism and Hospitality Marketing,観光学部,2023年度,金1金2,第3クォーター,佐野 楓,E1-203(東1号館)
ホスピタリティ論,観光学部,2023年度,金1金2,第4クォーター,竹田 明弘,T101教室(西4号館)
地域再生特殊講義Ａ,観光学部,2023年度,金3金4,第3クォーター,五月女 賢司,T101教室(西4号館)
Principles of Tourism A,観光学部,2023年度,金3金4,第3クォーター,永井 隼人,E1-203(東1号館)
Global Tourism,観光学部,2023年度,金3金4,第3クォーター,Abhik Chakraborty,E1-205(東1号館)
Event Management,観光学部,2023年度,金3金4,第4クォーター,永井 隼人,E1-203(東1号館)
日本観光事情（ｔ）,観光学部,2023年度,金3金4,第4クォーター,廣岡 裕一,T101教室(西4号館)
Principles of Tourism B,観光学部,2023年度,金3金4,第4クォーター,Abhik Chakraborty,E1-205(東1号館)
観光・地域づくり講座,観光学部,2023年度,他,後期,出口 竜也,記載なし
基礎演習,社会インフォマティクス学環,2023年度,木4,前期,竹内 哲治,E1-201(東1号館)
ビジネス基礎,社会インフォマティクス学環,2023年度,木5,第2クォーター,竹田 明弘,E201教室(西2号館)
インフォマティクスのための数学,社会インフォマティクス学環,2023年度,金2,前期,藤永 博,E1-209(東1号館)
統計学入門Ａ,社会インフォマティクス学環,2023年度,他,前期,竹内 哲治,E301教室(西2号館)
統計学入門Ｂ,社会インフォマティクス学環,2023年度,他,前期,竹内 哲治,記載なし
分析基礎演習,社会インフォマティクス学環,2023年度,月3,第3クォーター,松田 憲幸,E1-206(東1号館)
マネー＆バンキング基礎,社会インフォマティクス学環,2023年度,月4,第4クォーター,竹内 哲治,E104教室(西2号館)
論理的思考法概論,社会インフォマティクス学環,2023年度,火2,後期,松田 憲幸,B202(北3号館)